id,name,normalized_name,gender
5078,Female Prisoner,female prisoner,
5079,Prisoner Lisa,prisoner lisa,
5080,Bald Detective,bald detective,
5081,Red-haired Detective,red-haired detective,
5082,E.T. Reporter,et reporter,
5083,Annette,annette,
5084,Smoke Lisa,smoke lisa,
5085,Lillian Hellman,lillian hellman,
5086,Smoke Historical Figures,smoke historical figures,
5087,Ballerinas,ballerinas,
5088,Male Dancer,male dancer,
5089,Ballerina,ballerina,
5090,Dancer Bumped Into,dancer bumped into,
5091,Dancer Who Bumped,dancer who bumped,
5092,2nd Ballerina,2nd ballerina,
5093,3rd Ballerina,3rd ballerina,
5094,4th Ballerina,4th ballerina,
5095,Fema Official,fema official,
5096,Kermit the Frog,kermit the frog,
5097,Royce,royce,
5098,COUNTRY V.J.,country vj,
5099,Natalie Maines,natalie maines,
5100,Emily Robison,emily robison,
5101,Martie Maguire,martie maguire,
5102,Lurleen's Boyfriend,lurleens boyfriend,
5103,Robot-singing Voice,robot-singing voice,
5104,Trans-Clown-o-Morph,trans-clown-o-morph,
5105,Head Pterodactyl-bot,head pterodactyl-bot,
5106,Golf Announcer,golf announcer,
5107,Cheddarbarrel,cheddarbarrel,
5108,4-h Judge,4-h judge,
5109,ACTIVIST,activist,
5110,Solarpanel,solarpanel,
5111,COMPOST,compost,
5112,Stabbed-in-jail,stabbed-in-jail,
5113,Homer Puppet,homer puppet,
5114,Marge Puppet,marge puppet,
5115,Head Caterer,head caterer,
5116,Country Preacher,country preacher,
5117,Hillbilly Guests,hillbilly guests,
5118,Cow In Truck,cow in truck,
5119,Mr. Kinkaid,mr kinkaid,
5120,Head Board Member,head board member,
5121,Other Board Members,other board members,
5122,Prof. August,prof august,male
5123,2nd Film Loop,2nd film loop,
5124,Jim Jarmusch,jim jarmusch,
5125,Bouncer,bouncer,
5126,Male Audience Member,male audience member,
5127,Female Audience Member,female audience member,
5128,Male Audience Member #2,male audience member 2,
5129,People On Street,people on street,
5130,Woman On Street,woman on street,
5131,Man On Street #2,man on street 2,
5132,Male Filmgoer,male filmgoer,
5133,Man On Street,man on street,
5134,John C. Reilly,john c reilly,
5135,Female Employee,female employee,
5136,Hippo Critter,hippo critter,
5137,Hippo #1,hippo 1,
5138,Hippo #2,hippo 2,
5139,Hippo #3,hippo 3,
5140,Hippos,hippos,
5141,Fozzy,fozzy,
5142,Lance Armstrong,lance armstrong,
5143,Hand,hand,
5144,Female Automated Voice,female automated voice,
5145,Little Homer,little homer,
5146,Celebrity Reporter,celebrity reporter,
5147,Paparazzi,paparazzi,
5148,Theater Actor,theater actor,
5149,Drew Carey,drew carey,
5150,Krusketeers,krusketeers,
5151,C.J.,cj,
5152,Channel 6 Executive,channel 6 executive,
5153,Stagehands,stagehands,
5154,Ira Man,ira man,
5155,Protestant Leprechaun,protestant leprechaun,
5156,Catholic Leprechaun,catholic leprechaun,
5157,Urchin,urchin,
5158,Mulk,mulk,
5159,Lucky Jim,lucky jim,
5160,Clay Roberts,clay roberts,
5161,Denis Leary,denis leary,
5162,Brian Grazer,brian grazer,
5163,Hawaiian Bartender,hawaiian bartender,
5164,Hawaiian Barflies,hawaiian barflies,
5165,Australian Bartender,australian bartender,
5166,Australian Barfly,australian barfly,
5167,Australian Barflies,australian barflies,
5168,Swedish Bartender,swedish bartender,
5169,Swedish Barflies,swedish barflies,
5170,Warrior Statue,warrior statue,
5171,Incan Warriors,incan warriors,
5172,Vacu-bot,vacu-bot,
5173,BART-LIKE VOICE,bart-like voice,
5174,Joe Montana,joe montana,
5175,Quenly,quenly,
5176,Devon,devon,
5177,Cap'n Crunchy,capn crunchy,
5178,Tricky Rabbit,tricky rabbit,
5179,Threecan Sam,threecan sam,
5180,3-Year-Old Lisa,3-year-old lisa,
5181,5-Year-Old Bart,5-year-old bart,
5182,Sylvia,sylvia,
5183,20-Year-Old Patty,20-year-old patty,
5184,20-Year-Old Selma,20-year-old selma,
5185,Ruthie,ruthie,
5186,Doreen,doreen,
5187,Bureaucrat,bureaucrat,
5188,People In Line,people in line,
5189,Ghost Julio,ghost julio,
5190,Ghost Toddler,ghost toddler,
5191,Talking Credenza,talking credenza,
5192,Man In Bar,man in bar,
5193,Female Event Host,female event host,
5194,Merl Reagle,merl reagle,
5195,Will Shortz,will shortz,
5196,Santas,santas,
5197,'Dr. King',dr king,
5198,Mall Worker,mall worker,
5199,Brainiac Bar Man,brainiac bar man,
5200,Smug Salesman,smug salesman,
5201,Mapple Shoppers,mapple shoppers,
5202,Male Shopper,male shopper,
5203,Steve Mobbs,steve mobbs,
5204,MIDDLE EASTERN BOY,middle eastern boy,
5205,Bashir,bashir,
5206,Mina,mina,
5207,Octopus,octopus,
5208,Arab Man,arab man,
5209,Thought Bubble Lenny,thought bubble lenny,
5210,Amid,amid,
5211,Blue Genie,blue genie,
5212,Billionaire,billionaire,
5213,Billionaires,billionaires,
5214,Scared Billionaire,scared billionaire,
5215,Jeff Bezos,jeff bezos,
5216,Poker-playing Billionaire,poker-playing billionaire,
5217,Suburban Mother,suburban mother,
5218,'Wall-E',wall-e,
5219,Cube-Shaped Homer,cube-shaped homer,
5220,Mark Cuban,mark cuban,
5221,Man In Gorilla Suit,man in gorilla suit,
5222,Angel Mark Cuban,angel mark cuban,
5223,Muk Mu,muk mu,
5224,Swarm,swarm,
5225,Alberto,alberto,male
5226,Marv Albert,marv albert,
5227,Millionaire,millionaire,
5228,Art Instructor,art instructor,
5229,Folk Art Singer,folk art singer,
5230,Prof. Hobbes,prof hobbes,
5231,Mrs. Hobbes,mrs hobbes,
5232,Fairy Princess,fairy princess,
5233,Two-Nicorn,two-nicorn,
5234,Immigration Official,immigration official,
5235,Dragon Kearney,dragon kearney,
5236,Goblin Jimbo,goblin jimbo,
5237,Teenage Vance Connor,teenage vance connor,
5238,Vance Connor,vance connor,
5239,Teenage Carl,teenage carl,
5240,Al Gore,al gore,
5241,Administrators,administrators,
5242,Jock #1,jock 1,
5243,Jock #2,jock 2,
5244,Old Italian Man,old italian man,
5245,Rest Of Kids,rest of kids,
5246,Voices From Sauce,voices from sauce,
5247,Student With Glasses,student with glasses,
5248,Student Reporter,student reporter,
5249,TEEN MAUDE FLANDERS,teen maude flanders,
5250,Debbie Pinson,debbie pinson,
5251,Teenage Selma,teenage selma,
5252,Teenage Patty,teenage patty,
5253,Young Smithers,young smithers,
5254,Mr. Becker,mr becker,
5255,Daffodils Reading Group,daffodils reading group,
5256,Boys' Chorus,boys chorus,
5257,Girls' Chorus,girls chorus,
5258,Other Boys,other boys,
5259,Barge Captain,barge captain,
5260,Au Pair,au pair,
5261,Male Neighbor,male neighbor,
5262,Female Neighbor,female neighbor,
5263,Eerie Voice,eerie voice,
5264,2nd Orderly,2nd orderly,
5265,Dwight Eisenhower,dwight eisenhower,
5266,Nancy Gladness,nancy gladness,
5267,Nat Gladness,nat gladness,
5268,Photo Simpsons,photo simpsons,
5269,Mother Superior,mother superior,
5270,Mysterious Nun,mysterious nun,
5271,'HOMER'S HAND',homers hand,
5272,Welcome Mat,welcome mat,
5273,Hot Tub Salesman,hot tub salesman,
5274,Irish Pilot,irish pilot,
5275,American Woman,american woman,
5276,Irish Locals,irish locals,
5277,Yuppie Leprechauns,yuppie leprechauns,
5278,Tom O'Flanagan,tom oflanagan,
5279,German Krusty,german krusty,
5280,German Sideshow Mel,german sideshow mel,
5281,Brew-master,brew-master,
5282,American Man,american man,
5283,2nd American Man,2nd american man,
5284,Irish Kid,irish kid,
5285,Bicyclist,bicyclist,
5286,Street Musician,street musician,
5287,Eastern-european Woman,eastern-european woman,
5288,Yup-rechaun,yup-rechaun,
5289,Irish Maitre D',irish maitre d,
5290,Irish Guy,irish guy,
5291,Old Irishman,old irishman,
5292,Smokers,smokers,
5293,2nd Irish Cop,2nd irish cop,
5294,Irish Judge,irish judge,
5295,Congregants,congregants,
5296,Coroner,coroner,
5297,Bridal Saleslady,bridal saleslady,
5298,Tux Salesman,tux salesman,
5299,Videographer,videographer,
5300,Deep Mysterious Voice,deep mysterious voice,
5301,Hockey Announcer #1,hockey announcer 1,
5302,Hockey Announcer #2,hockey announcer 2,
5303,Hockey Announcer #3,hockey announcer 3,
5304,Maya,maya,
5305,Umpa-lumpas,umpa-lumpas,
5306,Jenny,jenny,
5307,'MAJOR PRESTON',major preston,
5308,Swedish Woman,swedish woman,
5309,Mother Duck,mother duck,
5310,Sleazy Girl,sleazy girl,
5311,Wiggum Smiley Face,wiggum smiley face,
5312,Zamboni Operator,zamboni operator,
5313,Hot Dog Vendor,hot dog vendor,
5314,Fried Dough Vendor,fried dough vendor,
5315,Midway Barker,midway barker,
5316,Juggler,juggler,
5317,Old Comedy Writer,old comedy writer,
5318,Soccer Mom,soccer mom,
5319,Popular Girl #1,popular girl 1,
5320,Popular Girl #1's Tablemates,popular girl 1s tablemates,
5321,Popular Girl #2,popular girl 2,
5322,Popular Girl #2's Tablemates,popular girl 2s tablemates,
5323,Helicopter Parents,helicopter parents,
5324,Kaitlin,kaitlin,
5325,GHOST,ghost,
5326,Chaucer's Ghost,chaucers ghost,
5327,Female Ghost,female ghost,
5328,ELEGANTLY-DRESSED GHOST,elegantly-dressed ghost,
5329,Oscar Wilde,oscar wilde,
5330,Mother In Audience,mother in audience,
5331,Kenny,kenny,
5332,Science Water Promoter,science water promoter,
5333,City Inspector,city inspector,
5334,Dr. Bettelheim,dr bettelheim,
5335,Geoff,geoff,
5336,Donald,donald,
5337,Caitlin,caitlin,
5338,Katelyn,katelyn,
5339,Kate Lynn,kate lynn,
5340,Girl In Background,girl in background,
5341,SMITTEN GIRL WHO FAINTS,smitten girl who faints,
5342,Girl In Riding Boots,girl in riding boots,
5343,British Groundskeeper,british groundskeeper,
5344,Boy Resembling Ralph,boy resembling ralph,
5345,Teenage Stagehand,teenage stagehand,
5346,Alaska Nebraska,alaska nebraska,
5347,CAITLYN,caitlyn,
5348,Walsingham,walsingham,
5349,Queen Elizabeth,queen elizabeth,
5350,Herald Mel,herald mel,
5351,Prince Ralph,prince ralph,
5352,King Julio,king julio,
5353,Lady Marjorie,lady marjorie,
5354,Sir Walter Raleigh,sir walter raleigh,
5355,Advisor,advisor,
5356,Protestant Minister,protestant minister,
5357,Vietnamese Manicurist,vietnamese manicurist,
5358,Doc,doc,
5359,Other Dwarves,other dwarves,
5360,Evil Queen,evil queen,
5361,Disembodied Face,disembodied face,
5362,Huntsman Willie,huntsman willie,
5363,Snow White,snow white,
5364,Turtle,turtle,
5365,Dwarves,dwarves,
5366,Crabby,crabby,
5367,First Witch,first witch,
5368,Second Witch,second witch,
5369,Lady 911 Operator,lady 911 operator,
5370,Ghosts,ghosts,
5371,Mr. Toohey,mr toohey,
5372,Avery Mann,avery mann,
5373,Everyman,everyman,
5374,Older Executive,older executive,
5375,Male Producer,male producer,
5376,Jonah,jonah,
5377,Director #1,director 1,
5378,Director #2,director 2,
5379,Fiji,fiji,
5380,HOLLYWOOD HIPSTERS,hollywood hipsters,
5381,Police Chief,police chief,
5382,Leading Lady,leading lady,
5383,Studio Heads,studio heads,
5384,Former Studio Head,former studio head,
5385,Dr. Reptilicus,dr reptilicus,
5386,Exercise Babe,exercise babe,
5387,NEW TEACHER,new teacher,
5388,BIG-BUSTED DOWAGER,big-busted dowager,
5389,Australian Woman,australian woman,
5390,Fighter,fighter,
5391,Autograph-signing Fighter,autograph-signing fighter,
5392,Scalper,scalper,
5393,Chett,chett,
5394,Donkey,donkey,
5395,Man Below,man below,
5396,HEAVY BAG,heavy bag,
5397,Males In Audience,males in audience,
5398,Muncher Barney,muncher barney,
5399,Muncher,muncher,
5400,Muncher Helen Lovejoy,muncher helen lovejoy,
5401,Wild-eyed Man,wild-eyed man,
5402,Refugees,refugees,
5403,Head Soldier,head soldier,
5404,Chinese-american Worker,chinese-american worker,
5405,LUANNE,luanne,
5406,Carl #1,carl 1,
5407,Carl #2,carl 2,
5408,CLASSY FRENCHMAN,classy frenchman,
5409,COMMISSIONER POMPIDOU,commissioner pompidou,
5410,Beautiful French Lady,beautiful french lady,
5411,Terrorist Type,terrorist type,
5412,Bonk It,bonk it,
5413,Cletus' Pa,cletus pa,
5414,Hillbillies,hillbillies,
5415,Bearded Hillbilly,bearded hillbilly,
5416,Big Hillbilly,big hillbilly,
5417,Whitney,whitney,
5418,Mysterious Voices,mysterious voices,
5419,Hooded Figures,hooded figures,
5420,Gwendolyn,gwendolyn,
5421,Cassandra,cassandra,
5422,Esmeralda,esmeralda,
5423,Homer Snowman,homer snowman,
5424,Substitute Teacher,substitute teacher,
5425,Wiccans,wiccans,
5426,Court Reporter,court reporter,
5427,Huell Howser,huell howser,
5428,Emmy Announcer,emmy announcer,
5429,Female Presenter,female presenter,
5430,Wilbur,wilbur,
5431,Peyton Manning,peyton manning,
5432,Eli Manning,eli manning,
5433,Cooper Manning,cooper manning,
5434,PEYTON/ELI,peytoneli,
5435,Dick,dick,
5436,New Sister,new sister,
5437,KID VOICE,kid voice,
5438,Sisters,sisters,
5439,SMOTHERS BROTHERS,smothers brothers,
5440,DICK SMOTHERS,dick smothers,
5441,TOM SMOTHERS,tom smothers,
5442,Marshall Goldman,marshall goldman,
5443,Commanding Officer,commanding officer,
5444,Brooklyn Sailor,brooklyn sailor,
5445,Boston Sailor,boston sailor,
5446,Clark Gable,clark gable,
5447,Mitch Albom,mitch albom,
5448,Railroad Bull,railroad bull,
5449,All Railroad Bulls,all railroad bulls,
5450,2nd Railroad Bull,2nd railroad bull,
5451,Krusty Auditioner,krusty auditioner,
5452,Gator,gator,
5453,Gary Larson,gary larson,
5454,Holly Hippie,holly hippie,
5455,Eartha Kitt,eartha kitt,
5456,Valerie,valerie,
5457,Lottery Official,lottery official,
5458,Magic Mirror,magic mirror,
5459,Chris Martin,chris martin,
5460,2nd Nurse,2nd nurse,
5461,Brassy Housewife,brassy housewife,
5462,2nd Brassy Housewife,2nd brassy housewife,
5463,Curly #1,curly 1,
5464,Curlys,curlys,
5465,Curly #3,curly 3,
5466,Olympic Pins,olympic pins,
5467,Pin Dealer,pin dealer,
5468,BALD MIDGET,bald midget,
5469,Medicine Woman,medicine woman,
5470,Milhoose,milhoose,
5471,Canadian Nelson,canadian nelson,
5472,Usa Fans,usa fans,
5473,Swedish Man,swedish man,
5474,French Canadian,french canadian,
5475,English Canadian,english canadian,
5476,Hiram,hiram,
5477,Mabel,mabel,
5478,Colonel Burns,colonel burns,
5479,Smithers-like Valet,smithers-like valet,
5480,Virgil Simpson,virgil simpson,
5481,Patroller #1,patroller 1,
5482,Patroller #2,patroller 2,
5483,Circus Clown,circus clown,
5484,Milford,milford,
5485,Obama Kids,obama kids,
5486,Librarian #2,librarian 2,
5487,Hopi Singers,hopi singers,
5488,Anime Kid,anime kid,
5489,PICKACHU-TYPE,pickachu-type,
5490,Gps,gps,
5491,Mouse,mouse,
5492,Bart's Class,barts class,
5493,Miss Stringham,miss stringham,
5494,Miss Stringham's Class,miss stringhams class,
5495,CHILLED-OUT KID,chilled-out kid,
5496,Bodhi,bodhi,
5497,Nikki McKenna,nikki mckenna,
5498,COOL SECOND-GRADER #1,cool second-grader 1,
5499,COOL SECOND-GRADER #2,cool second-grader 2,
5500,Nikki's Mom,nikkis mom,
5501,Nikki's Dad,nikkis dad,
5502,Henry Higgins,henry higgins,
5503,Michelle Obama,michelle obama,
5504,COOL SECOND GRADER #1,cool second grader 1,
5505,Navy Seal,navy seal,
5506,Airport Workers,airport workers,
5507,Israeli Airline Guard,israeli airline guard,
5508,Bible Group,bible group,
5509,DOREET,doreet,
5510,Israeli Bystander,israeli bystander,
5511,Chief Security Officer,chief security officer,
5512,Cucumber,cucumber,
5513,Muslim Man,muslim man,
5514,Prison Guard,prison guard,
5515,Pleasant Cellmate,pleasant cellmate,
5516,Delroy,delroy,
5517,Thought Bubble Grampa,thought bubble grampa,
5518,Wimpy-looking Boy,wimpy-looking boy,
5519,Boy #3,boy 3,
5520,Tellers,tellers,
5521,Silkie,silkie,
5522,Edward G. Robinson,edward g robinson,
5523,Ominous Announcer,ominous announcer,
5524,Wise Old Alien,wise old alien,
5525,'Shia LaBeouf',shia labeouf,
5526,Sexy Girl,sexy girl,
5527,Sun,sun,
5528,Danish Sales Rep,danish sales rep,
5529,Springfield Man,springfield man,
5530,Jamie,jamie,
5531,Jakob,jakob,male
5532,Princess Penelope,princess penelope,female
5533,National Guardsman #1,national guardsman 1,
5534,National Guardsman #2,national guardsman 2,
5535,National Guardsman #3,national guardsman 3,
5536,Female Activist,female activist,
5537,HUGE BLUE WHALE,huge blue whale,
5538,Ms. Dubinsky,ms dubinsky,
5539,Megan,megan,
5540,Man At Counter,man at counter,
5541,Train Conductor,train conductor,
5542,Bomb Squad Guy,bomb squad guy,
5543,Liberal Man,liberal man,
5544,CONSULTANT,consultant,
5545,Cockney Flower Girls,cockney flower girls,
5546,Bobbies,bobbies,
5547,Sally's Father,sallys father,
5548,Upright Citizens,upright citizens,
5549,Audrey,audrey,
5550,Revelers,revelers,
5551,The Queen,the queen,
5552,Prince Charles,prince charles,
5553,Lullaby Singer,lullaby singer,
5554,Indian Singer,indian singer,
5555,Don Pardo,don pardo,
5556,Homer Devils,homer devils,
5557,Black Bishop,black bishop,
5558,Icelandic Man,icelandic man,
5559,2nd Icelandic Man,2nd icelandic man,
5560,NEW NEIGHBOR,new neighbor,
5561,WALT,walt,
5562,Neighbors,neighbors,
5563,THE REAL WALT,the real walt,
5564,Prison Worker,prison worker,
5565,Joyce,joyce,
5566,Mexican Man,mexican man,
5567,Southern State Trooper,southern state trooper,
5568,Midwestern Trooper,midwestern trooper,
5569,New Jersey Patrolman,new jersey patrolman,
5570,Man With Crazy Beard,man with crazy beard,
5571,Thought Bubble Lisa,thought bubble lisa,
5572,Ron Finkelsteinberg,ron finkelsteinberg,
5573,Sports Bar Guy #3,sports bar guy 3,
5574,Sports Bar Guy #4,sports bar guy 4,
5575,Ryan Seacrest,ryan seacrest,
5576,Randy Jackson,randy jackson,
5577,Kara DioGuardi,kara dioguardi,
5578,Ellen DeGeneres,ellen degeneres,
5579,Thought Bubble Simon Cowell,thought bubble simon cowell,
5580,Pro Shop Clerk,pro shop clerk,
5581,Friendly Old Golfer,friendly old golfer,
5582,Nobel Academy President,nobel academy president,
5583,Military Choir,military choir,
5584,Tsa Security Officer,tsa security officer,
5585,Ira Glass,ira glass,
5586,TEENAGE GIRL CAMPER,teenage girl camper,
5587,TEENAGE BOY CAMPER,teenage boy camper,
5588,2ND TEENAGE GIRL CAMPER,2nd teenage girl camper,
5589,Teenage Singers,teenage singers,
5590,Kurt Hardwick,kurt hardwick,
5591,VAN KRUUSTEN,van kruusten,
5592,Flynn,flynn,
5593,Chief Magistrate,chief magistrate,
5594,Aiesha,aiesha,
5595,SARAH,sarah,
5596,Fat Kids,fat kids,
5597,E-Z Reader,e-z reader,
5598,Schoolboy,schoolboy,
5599,Belgian Bailiff,belgian bailiff,
5600,Bailiff's Brother,bailiffs brother,
5601,Afrikaner Promoter,afrikaner promoter,
5602,BERNICE/HELEN,bernicehelen,
5603,Maitre D'ess,maitre dess,
5604,Fat Banker,fat banker,
5605,Muhammad Yunus,muhammad yunus,
5606,Chris Hansen,chris hansen,
5607,Mark Zuckerberg,mark zuckerberg,
5608,Dahlia,dahlia,
5609,Hobby Shop Owner,hobby shop owner,
5610,Bill James,bill james,
5611,Ball,ball,
5612,Teammates,teammates,
5613,Funnel Cake Man,funnel cake man,
5614,Rev. Lovejoy Avatar,rev lovejoy avatar,
5615,Rich Uncle Pennybags,rich uncle pennybags,
5616,Powerful Voice,powerful voice,
5617,Colonel Ketchup,colonel ketchup,
5618,Crazy Eights,crazy eights,
5619,Pelican,pelican,
5620,Edmund,edmund,
5621,Vampire Dad,vampire dad,
5622,Kount,kount,
5623,Abby,abby,
5624,Professional-looking Driver,professional-looking driver,
5625,Admissions Director,admissions director,
5626,Cloisters Girl,cloisters girl,
5627,Another Girl,another girl,
5628,Ms. Marshall,ms marshall,
5629,Chairman,chairman,
5630,Nbc Executive,nbc executive,
5631,Network Executive,network executive,
5632,THE REAL BOB,the real bob,male
5633,Simon Cowell,simon cowell,male
5634,Personal Physician,personal physician,
5635,Sgt. Activity Doll,sgt activity doll,
5636,Funeral Director,funeral director,
5637,Guido Guy,guido guy,
5638,Dick Cheney,dick cheney,
5639,General Patton,general patton,
5640,Danica Patrick,danica patrick,
5641,Will Rogers,will rogers,
5642,W.C. FIELDS,wc fields,
5643,Dr. Thurston,dr thurston,
5644,Caretaker,caretaker,
5645,'Bing Crosby',bing crosby,
5646,Gruff Sergeant,gruff sergeant,
5647,German,german,
5648,Western Union Boy,western union boy,
5649,Tree Salesman,tree salesman,
5650,Hamlet,hamlet,
5651,Katy Perry,katy perry,
5652,Sock Puppet Dog,sock puppet dog,
5653,Samoan Native,samoan native,
5654,Wah-wah Birds,wah-wah birds,
5655,Glinda,glinda,
5656,Other Guards,other guards,
5657,Female Agent,female agent,
5658,Whiny Agent,whiny agent,
5659,Fit Tony,fit tony,
5660,Erik,erik,
5661,4th Graders,4th graders,
5662,5th Graders,5th graders,
5663,Zach,zach,
5664,Mr. Benzie,mr benzie,
5665,Tough 5th Grader,tough 5th grader,
5666,Anita,anita,
5667,Connie,connie,
5668,Chris,chris,
5669,Andy Hamilton,andy hamilton,
5670,Tyler Winklevoss,tyler winklevoss,
5671,Ross,ross,
5672,MARGE 40-YEAR-OLD,marge 40-year-old,
5673,Fat Late Shift Worker,fat late shift worker,
5674,Mr. Burns Heads,mr burns heads,
5675,Super-hairy Wonder Woman,super-hairy wonder woman,
5676,Ms. Juniper,ms juniper,
5677,DISTINGUISHED OLDER GENTLEMEN,distinguished older gentlemen,
5678,Comic Book Gay,comic book gay,
5679,Tranny #1,tranny 1,
5680,Tranny #2,tranny 2,
5681,Gays,gays,
5682,Grizzly Shawn,grizzly shawn,
5683,Bar Customers,bar customers,
5684,Devil Moe,devil moe,
5685,Real Devil Moe,real devil moe,
5686,Melody,melody,
5687,Distinguished Older Gentleman,distinguished older gentleman,
5688,Liz,liz,
5689,Playground Ghost,playground ghost,
5690,'Gale Gordon',gale gordon,
5691,'Lucille Ball',lucille ball,
5692,Courtney,courtney,
5693,Fat Chinese Spy,fat chinese spy,
5694,CHEEKBONE CHINESE SPY,cheekbone chinese spy,
5695,Atf Agent,atf agent,
5696,2nd Atf Agent,2nd atf agent,
5697,Goatee Chinese Spy,goatee chinese spy,
5698,David Mamet,david mamet,
5699,Statue of Liberty,statue of liberty,
5700,Cheekbones Chinese Spy,cheekbones chinese spy,
5701,CHEEKBONE/GOATEE SPIES,cheekbonegoatee spies,
5702,Sheldon Leavitt,sheldon leavitt,
5703,Rebecca,rebecca,
5704,Dog Guy,dog guy,
5705,Lainie,lainie,
5706,Carlotta,carlotta,
5707,Middle-aged Lady,middle-aged lady,
5708,Heavyset Woman,heavyset woman,
5709,Attractive Friend,attractive friend,
5710,Blofeld,blofeld,
5711,Young Woman #1,young woman 1,
5712,Young Woman #2,young woman 2,
5713,Burns' Wingman,burns wingman,
5714,YOUNG WOMAN #1 & #2,young woman 1 2,
5715,Scratchy's Father,scratchys father,
5716,Cat Monk,cat monk,
5717,Crazy Clown,crazy clown,
5718,Herman Millwood,herman millwood,
5719,Crazed-looking Techie,crazed-looking techie,
5720,Male Animator,male animator,
5721,Female Animator,female animator,
5722,2nd Male Animator,2nd male animator,
5723,Animators,animators,
5724,MAN IN THE AUDIENCE,man in the audience,
5725,Sir Anthony Hopkins,sir anthony hopkins,
5726,'John Lassiter',john lassiter,
5727,Russell Brand,russell brand,
5728,D.J. Kwanzaa,dj kwanzaa,
5729,Ice Mocha,ice mocha,
5730,Nasty J,nasty j,
5731,Halle Berry,halle berry,
5732,Cowboy Ketchup,cowboy ketchup,
5733,Waffle,waffle,
5734,Fbi Supervisor,fbi supervisor,male
5735,'Randy Newman',randy newman,male
5736,Dr. Kissingher,dr kissingher,male
5737,Peanut Butter,peanut butter,
5738,Willis,willis,
5739,Miss Pennyfarthing,miss pennyfarthing,
5740,Nick Park,nick park,
5741,'Martin Scorsese',martin scorsese,
5742,Leathery Old Man,leathery old man,
5743,Leathery Old Woman,leathery old woman,
5744,Climber,climber,
5745,Other Orderly,other orderly,
5746,Frat Nerd,frat nerd,
5747,Drug Dealer,drug dealer,
5748,Old-timey Farmer,old-timey farmer,
5749,Friends,friends,
5750,Fetus,fetus,
5751,Grizabella,grizabella,
5752,ELEANOR,eleanor,
5753,Middle-aged Father,middle-aged father,
5754,Viking Fan,viking fan,
5755,RETIRED AFRICAN-AMERICAN,retired african-american,
5756,2nd Retired Lineman Masseur,2nd retired lineman masseur,
5757,FOOTBALL-HATING INTELLECTUAL,football-hating intellectual,
5758,Gerald,gerald,
5759,Kareem Abdul-Jabbar,kareem abdul-jabbar,
5760,Custodial Employee,custodial employee,
5761,Man In Tux,man in tux,
5762,Sommeliers,sommeliers,
5763,SHIRLEY TEMPLE-TYPE GIRL,shirley temple-type girl,
5764,Ewell Freestone,ewell freestone,
5765,Garden Ladies,garden ladies,
5766,Swami,swami,
5767,Cregg Demon,cregg demon,
5768,THOUGHT-BUBBLE FLANDERS,thought-bubble flanders,
5769,Ricky Jay,ricky jay,
5770,David Copperfield,david copperfield,
5771,Late Wife,late wife,
5772,Wedding Planner,wedding planner,
5773,STEVIE B.,stevie b,
5774,Tushie,tushie,
5775,'The Occurrence',the occurrence,
5776,Guidos,guidos,
5777,Old Italian Woman,old italian woman,
5778,Angela,angela,
5779,1970s Grampa,1970s grampa,
5780,Taffy,taffy,
5781,Assorted Women,assorted women,
5782,Cyclist,cyclist,
5783,Female Ibs Sufferer,female ibs sufferer,
5784,Male Ibs Sufferer,male ibs sufferer,
5785,Matrons,matrons,
5786,Elderly Nancy Drew,elderly nancy drew,
5787,Key Man,key man,
5788,P.T. Express,pt express,
5789,Angry Female Teacher,angry female teacher,
5790,Lenny's Face,lennys face,
5791,Skinner's Face,skinners face,
5792,Comic Book Guy's Face,comic book guys face,
5793,Moe's Face,moes face,
5794,FEDEX-TYPE GUY,fedex-type guy,
5795,Tom Colicchio,tom colicchio,
5796,Cia Official,cia official,
5797,Humans,humans,
5798,Viktor,viktor,
5799,Disaster Victim,disaster victim,
5800,Viktor's Wife,viktors wife,
5801,Young Kim Jong Il,young kim jong il,
5802,City Slicker,city slicker,
5803,Student Chorus,student chorus,
5804,'ELDERLY ENGLISHWOMAN',elderly englishwoman,
5805,'MRS. KNICKERTWIST',mrs knickertwist,
5806,Laid-back Teacher,laid-back teacher,
5807,Young Chalmers,young chalmers,
5808,Saloonkeeper,saloonkeeper,
5809,Injured Cast Member,injured cast member,
5810,Voice Of God,voice of god,
5811,Avatar Bart,avatar bart,
5812,Avatar Jimbo,avatar jimbo,
5813,Avatar Dolph,avatar dolph,
5814,Avatar Kearney,avatar kearney,
5815,Avatar Milhouse,avatar milhouse,
5816,Taxi Dragon,taxi dragon,
5817,KAMALA,kamala,
5818,Roz,roz,
5819,Robot Seal,robot seal,
5820,Paul Flart,paul flart,
5821,Undertaker,undertaker,
5822,HOWARD JR.,howard jr,
5823,Reps,reps,
5824,Miss Wyoming,miss wyoming,
5825,Robot Maid,robot maid,
5826,Game Developer,game developer,
5827,Ethiopian Waitress,ethiopian waitress,
5828,Ethiopians,ethiopians,
5829,Marge's Taste Buds,marges taste buds,
5830,SIMPSONS/FOODIES,simpsonsfoodies,
5831,Foie Greg,foie greg,
5832,Amuse Bruce,amuse bruce,
5833,Spanish Chef,spanish chef,
5834,TONY BOURDAIN,tony bourdain,
5835,Wayne,wayne,male
5836,Dr. Zander,dr zander,male
5837,Walther Hotenhoffer,walther hotenhoffer,male
5838,Chong,chong,male
5839,Mario Batali,mario batali,
